"","x"
"5077","만성신부전 교육·상담료-혈액투석_상급종합병원"
"5078","암환자 교육·상담료-항암화학요법_종합병원"
"5079","암환자 교육·상담료-방사선치료_종합병원"
"5080","암환자 교육·상담료-수술 후_종합병원"
"5081","심장질환 교육·상담료_종합병원"
"5082","장루/요루 교육·상담료_종합병원"
"5083","만성신부전 교육·상담료-투석이 필요 없는 환자_종합병원"
"5084","만성신부전 교육·상담료-복막투석_종합병원"
"5085","만성신부전 교육·상담료-혈액투석_종합병원"
"5086","암환자 교육·상담료-항암화학요법_병원"
"5087","암환자 교육·상담료-방사선치료_병원"
"5088","암환자 교육·상담료-수술 후_병원"
"5089","심장질환 교육·상담료_병원"
"5090","장루/요루 교육·상담료_병원"
"5091","만성신부전 교육·상담료-투석이 필요 없는 환자_병원"
"5092","만성신부전 교육·상담료-복막투석_병원"
"5093","만성신부전 교육·상담료-혈액투석_병원"
"5094","임상병리검사종합검증료"
"5095","조직병리검사 [1장기당] -외부슬라이드 판독(Level A)"
"5096","조직병리검사 [1장기당] -외부슬라이드 판독(Level B)"
"5097","조직병리검사 [1장기당] -외부슬라이드 판독(Level C-파라핀블록 1~9개)"
"5098","조직병리검사 [1장기당] -외부슬라이드 판독(Level C-파라핀블록 10개 이상)"
"5099","조직병리검사 [1장기당] -외부슬라이드 판독(Level D-파라핀블록 1~9개)"
"5100","조직병리검사 [1장기당] -외부슬라이드 판독(Level D-파라핀블록 10~15개)"
"5101","조직병리검사 [1장기당] -외부슬라이드 판독(Level D-파라핀블록 16개 이상)"
"5102","세포병리검사-외부슬라이드 판독(일반세포검사)-자궁질세포병리검사"
"5103","세포병리검사-외부슬라이드 판독(일반세포검사)-체액세포병리검사"
"5104","세포병리검사-외부슬라이드 판독(일반세포검사)-흡인세포병리검사"
"5105","세포병리검사-외부슬라이드 판독(액상세포검사)-자궁질세포병리검사"
"5106","세포병리검사-외부슬라이드 판독(액상세포검사)-체액세포병리검사"
"5107","세포병리검사-외부슬라이드 판독(액상세포검사)-흡인세포병리검사"
"5108","조직병리검사 [1장기당] -(Level A)"
"5109","조직병리검사 [1장기당] -(Level B)"
"5110","비유전성 유전자검사-기타-형광동소교잡반응에서 파라핀 블록을 이용한 경우"
"5111","골수압력측정검사"
"5112","침생검(표재성)-피부"
"5113","침생검(표재성)-근육및연부조직"
"5114","침생검(표재성)-기타부위"
"5115","침생검(심부)-복막"
"5116","침생검(심부)-심낭[EKG비용포함]"
"5117","침생검(심부)-척수"
"5118","골수천자생검[편측]"
"5119","절개생검(표재성)-피부"
"5120","절개생검(표재성)-기타부위"
"5121","절개생검(심부[장기절개생검])-개흉에의한것"
"5122","절개생검(심부[장기절개생검])-개복에의한것"
"5123","절개생검(표재성)-근육및연부조직"
"5124","자궁내막조직생검-구획소파생검"
"5125","자궁내막조직생검-흡인생검"
"5126","자궁내막조직생검-단순소파생검"
"5127","자궁내막조직생검-자궁경내소파술"
"5128","자궁경부착공생검"
"5129","골생검(침생검)"
"5130","골생검(절개생검)-척추골"
"5131","골생검(절개생검)-기타부위"
"5132","갑상선생검-관혈적생검"
"5133","관절절개생검술-견관절,고관절,천장관절"
"5134","관절절개생검술-주관절,슬관절"
"5135","관절절개생검술-완관절및족관절"
"5136","관절절개생검술-기타부위"
"5137","신경생검술"
"5138","경정맥 간생검"
"5139","차세대염기서열분석 기반 유전자 패널검사-유전성 유전자검사-Level I(NGS 임상검사실 인증 요양기관에서 식약처 허가(신고) 받은 시약·장비를 사용하지 않은 경우)"
"5140","차세대염기서열분석 기반 유전자 패널검사-유전성 유전자검사-Level II(NGS 임상검사실 인증 요양기관에서 식약처 허가(신고) 받은 시약·장비를 사용하지 않은 경우)"
"5141","차세대염기서열분석 기반 유전자 패널검사-비유전성 유전자검사-고형암-Level I(NGS 임상검사실 인증 요양기관에서 식약처 허가(신고) 받은 시약·장비를 사용하지 않은 경우)"
"5142","차세대염기서열분석 기반 유전자 패널검사-비유전성 유전자검사-고형암-Level II(NGS 임상검사실 인증 요양기관에서 식약처 허가(신고) 받은 시약·장비를 사용하지 않은 경우)"
"5143","차세대염기서열분석 기반 유전자 패널검사-비유전성 유전자검사-혈액암-Level I(NGS 임상검사실 인증 요양기관에서 식약처 허가(신고) 받은 시약·장비를 사용하지 않은 경우)"
"5144","차세대염기서열분석 기반 유전자 패널검사-비유전성 유전자검사-혈액암-Level II(NGS 임상검사실 인증 요양기관에서 식약처 허가(신고) 받은 시약·장비를 사용하지 않은 경우)"
"5145","심근생검"
"5146","TDT-[면역형광법]"
"5147","TDT-[유세포분석]"
"5148","D-dimer-[일반면역검사](정성)"
"5149","D-dimer-[일반면역검사](반정량(역가))"
"5150","D-dimer-[정밀면역검사](정량)"
"5151","B.S.P[화학반응-장비측정]"
"5152","교질반응TTT [화학반응-장비측정]"
"5153","ALT (SGPT) [화학반응-장비측정]"
"5154","ALT (SGPT) [화학반응-장비측정(간이검사)]"
"5155","AST (SGOT) [화학반응-장비측정]"
"5156","AST (SGOT) [화학반응-장비측정(간이검사)]"
"5157","γ-GTP [화학반응-장비측정]"
"5158","γ-GTP [화학반응-장비측정(간이검사)]"
"5159","M2BPGi[정밀면역검사]"
"5160","ACTH[정밀면역검사]"
"5161","ACTH[정밀면역검사]-핵의학적 방법"
"5162","CK-MB[정밀면역검사]"
"5163","2-5A [정밀면역검사]"
"5164","2-5A[정밀면역검사]-핵의학적 방법"
"5165","CA-125[정밀면역검사]"
"5166","CA-125[정밀면역검사]-핵의학적 방법"
"5167","CA-130[정밀면역검사]"
"5168","CA-130[정밀면역검사]-핵의학적 방법"
"5169","CA-15-3[정밀면역검사]"
"5170","CA-15-3[정밀면역검사]-핵의학적 방법"
"5171","CA-19-9[정밀면역검사]"
"5172","CA-19-9[정밀면역검사]-핵의학적 방법"
"5173","CA-72-4 [정밀면역검사]"
"5174","CA-72-4 [정밀면역검사]-핵의학적 방법"
"5175","Cyfra 21-1(Cytokeratin 19 fragment) [정밀면역검사]"
"5176","Cyfra 21-1(Cytokeratin 19 fragment) [정밀면역검사]-핵의학적 방법"
"5177","선천성 대사이상 검사(선별)"
"5178","CO-Oximeter[화학반응-장비측정]"
"5179","ASO검사-[일반면역검사](정성)"
"5180","ASO검사-[일반면역검사](역가)"
"5181","ASO검사-[정밀면역검사](정량)"
"5182","염기서열분석-유전자형그룹 3_세균 rDNA, 동정"
"5183","염기서열분석-약제내성그룹 2_항결핵약제 내성 결핵균 검사(피라지나마이드)"
"5184","염기서열분석-약제내성그룹 2_항결핵약제 내성 결핵균 검사(이소니아지드)"
"5185","염기서열분석-약제내성그룹 2_항결핵약제 내성 결핵균 검사(리팜피신)"
"5186","부하심전도검사-Master's운동부하또는약제부하"
"5187","부하심전도검사-Treadmill Test 또는 Bicycle Ergometer"
"5188","24시간혈압측정검사[1일당]-24시간 지속적 침상감시"
"5189","이식형사건기록기삽입및제거술-기능조정및심전도분석"
"5190","기본 형광안저혈관조영술[편측]"
"5191","광각 형광안저혈관조영술[편측]"
"5192","중심정맥압측정[1일당]"
"5193","경피적 파형변이지수 측정 [1일당]"
"5194","경식도심방전기도검사(조율조작추가)"
"5195","후두직달경검사"
"5196","복부-여성생식기 초음파-일반-자궁내 생리식염수 주입"
"5197","근골격, 연부-관절 초음파-류마티스 질환에 의한 다발성 관절염"
"5198","혈관-사지혈관 도플러 초음파-동정맥루의 혈류 및 협착 측정"
"5199","혈관-사지혈관 도플러 초음파-하지 정맥류 검사"
"5200","신경-말초신경 초음파-사지신경 종합 검사"
"5201","저시력검사"
"5202","안검하수약물검사"
"5203","고실내시경검사"
"5204","뇌유발전위검사-사건유발전위"
"5205","C-Arm형 영상증폭장치이용료"
"5206","일반전산화단층영상진단-경,흉,요추부위동시 또는 경,요추부위동시-제한적(방사선치료범위및위치결정등)"
"5207","일반전산화단층영상진단-경,흉,요추부위동시 또는 경,요추부위동시-조영제를사용하지않는경우"
"5208","일반전산화단층영상진단-경,흉,요추부위동시 또는 경,요추부위동시-조영제를사용하는경우"
"5209","일반전산화단층영상진단-경흉요추동시/경요추동시-이중,삼중,삼차원,CT혈관,관절관·강내조영,Cine"
"5210","일반전산화단층영상진단-경,흉,요추부위동시 또는 경,요추부위동시-중재적시술유도 제2회부터"
"5211","기본자기공명영상진단-척추-요천추-흉추와동시촬영-일반"
"5212","기본자기공명영상진단-척추-척추강-경추,흉추,요천추와동시촬영-일반"
"5213","기본자기공명영상진단-근골격계-관절조영"
"5214","기본자기공명영상진단-척추-요천추-흉추 동시촬영-중재적시술유도제2회부터"
"5215","기본자기공명영상진단-척추-척추강-경추,흉추,요천추와동시촬영-중재적시술유도제2회부터"
"5216","기본자기공명영상진단-척추-요천추-흉추와동시촬영-제한적(방사선치료범위및위치결정등)"
"5217","기본자기공명영상진단-척추-척추강-경추,흉추,요천추와동시촬영-제한적(방사선치료범위및위치결정등)"
"5218","기본자기공명영상진단-척추-요천추-흉추와동시촬영-3차원"
"5219","기본자기공명영상진단-척추-척추강-경추,흉추,요천추와동시촬영-3차원"
"5220","동정맥단락폐관류스캔"
"5221","주사제 무균조제료(1건당)-주사용 항암제"
"5222","주사제 무균조제료(1건당)-일반주사제"
"5223","퇴원환자조제료-내복약(1일분/1회당)"
"5224","퇴원환자조제료-내복약(1회당)-포장단위(병,팩)지급"
"5225","퇴원환자조제료-내복약(2일분/1회당)"
"5226","퇴원환자조제료-내복약(3일분/1회당)"
"5227","퇴원환자조제료-내복약(4일분/1회당)"
"5228","퇴원환자조제료-내복약(5일분/1회당)"
"5229","퇴원환자조제료-내복약(6일분/1회당)"
"5230","퇴원환자조제료-내복약(7일분/1회당)"
"5231","퇴원환자조제료-내복약(8일분/1회당)"
"5232","퇴원환자조제료-내복약(9일분/1회당)"
"5233","퇴원환자조제료-내복약(10일분/1회당)"
"5234","퇴원환자조제료-내복약(11일분/1회당)"
"5235","퇴원환자조제료-내복약(16일분 이상 20일분까지/1회당)"
"5236","퇴원환자조제료-내복약(12일분/1회당)"
"5237","퇴원환자조제료-내복약(21일분 이상 25일분까지/1회당)"
"5238","퇴원환자조제료-내복약(26일분 이상 30일분까지/1회당)"
"5239","퇴원환자조제료-내복약(13일분/1회당)"
"5240","퇴원환자조제료-내복약(31일분 이상 40일분까지/1회당)"
"5241","퇴원환자조제료-내복약(14일분/1회당)"
"5242","퇴원환자조제료-내복약(41일분 이상 50일분까지/1회당)"
"5243","퇴원환자조제료-내복약(15일분/1회당)"
"5244","퇴원환자조제료-내복약(51일분 이상 60일분까지/1회당)"
"5245","퇴원환자조제료-내복약(61일분 이상 70일분까지/1회당)"
"5246","퇴원환자조제료-내복약(71일분 이상 80일분까지/1회당)"
"5247","퇴원환자조제료-내복약(81일분 이상 90일분까지/1회당)"
"5248","퇴원환자조제료-내복약(91일분 이상/1회당)"
"5249","퇴원환자조제료(외용약단독투약)(1회당)"
"5250","퇴원환자조제료(내복약과동시투약)(1회당)"
"5251","입원환자 조제·복약지도료(1일당)"
"5252","입원환자 조제·복약지도료 [1일당]"
"5253","입원환자 조제·복약지도료-[1일당]-포장단위(병,팩)지급"
"5254","입원환자 조제·복약지도료 [1일당]-포장단위(병,팩)지급"
"5255","외래환자 조제·복약지도료-내복약(1일분/1회)"
"5256","외래환자 조제·복약지도료-내복약(1회당)-포장단위(병,팩)지급"
"5257","외래환자 조제·복약지도료-내복약(2일분/1회)"
"5258","외래환자 조제·복약지도료-내복약(3일분/1회)"
"5259","외래환자 조제·복약지도료-내복약(4일분/1회)"
"5260","외래환자 조제·복약지도료-내복약(5일분/1회)"
"5261","외래환자 조제·복약지도료-내복약(6일분/1회)"
"5262","외래환자 조제·복약지도료-내복약(7일분/1회)"
"5263","외래환자 조제·복약지도료-내복약(8일분/1회)"
"5264","외래환자 조제·복약지도료-내복약(9일분/1회)"
"5265","외래환자 조제·복약지도료-내복약(10일분/1회)"
