conceptSynonym,conceptName
"호스피스 상급종합병원 임종실, 사회복지사1등급(보조활동미포함)","Hospice senior general hospital deathbed room, 1st grade social worker (assistance activity not included)"
"호스피스 상급종합병원 임종실, 사회복지사2등급(보조활동미포함)","Hospice senior general hospital deathbed room, 2nd grade social worker (assistance activity not included)"
"호스피스 상급종합병원 임종실, 간호사1등급(보조활동미포함)","Hospice senior general hospital deathbed room, 1st grade nurse (assistance activity not included)"
"호스피스 상급종합병원 임종실, 간호사1등급, 사회복지사1등급(보조활동미포함)","Hospice senior general hospital deathbed room, 1st grade nurse, 1st grade social worker (assistance activity not included)"
"호스피스 상급종합병원 임종실, 간호사1등급, 사회복지사2등급(보조활동미포함)","Hospice senior general hospital deathbed room, 1st grade nurse, 2nd grade social worker (assistance activity not included)"
"호스피스 상급종합병원 임종실, 간호사2등급(보조활동미포함)","Hospice senior general hospital deathbed room, 2nd grade nurse (assistance activity not included)"
"호스피스 상급종합병원 임종실, 간호사2등급, 사회복지사1등급(보조활동미포함)","Hospice senior general hospital deathbed room, 2nd grade nurse, 1st grade social worker (assistance activity not included)"
"호스피스 상급종합병원 임종실, 간호사2등급, 사회복지사2등급(보조활동미포함)","Hospice senior general hospital deathbed room, 2nd grade nurse,  2nd grade Social Worker (assistance activity not included)"
호스피스 종합병원 임종실(보조활동미포함),Hospice General Hospital deathbed room (assistance activity not included)
"호스피스 종합병원 임종실, 사회복지사1등급(보조활동미포함)","Hospice General Hospital deathbed room, 1st grade social worker (assistance activity not included)"
"호스피스 종합병원 임종실, 사회복지사2등급(보조활동미포함)","Hospice General Hospital deathbed room, 2nd grade social worker (assistance activity not included)"
"호스피스 종합병원 임종실, 간호사1등급(보조활동미포함)","Hospice General Hospital deathbed room, 1st grade nurse (assistance activity not included)"
"호스피스 종합병원 임종실, 간호사1등급, 사회복지사1등급(보조활동미포함)","Hospice General Hospital deathbed room, 1st grade nurse, 1st grade social worker (assistance activity not included)"
"호스피스 종합병원 임종실, 간호사1등급, 사회복지사2등급(보조활동미포함)","Hospice General Hospital deathbed room, 1st grade nurse, 2nd grade social worker (assistance activity not included)"
"호스피스 종합병원 임종실, 간호사2등급(보조활동미포함)","Hospice General Hospital deathbed room, 2nd grade nurse (assistance activity not included)"
"호스피스 종합병원 임종실, 간호사2등급, 사회복지사1등급(보조활동미포함)","Hospice General Hospital deathbed room, 2nd grade nurse, 1st grade social worker (assistance activity not included)"
"호스피스 종합병원 임종실, 간호사2등급, 사회복지사2등급(보조활동미포함)","Hospice General Hospital deathbed room, 2nd grade nurse, 2nd grade social worker (assistance activity not included)"
호스피스 병원 임종실(보조활동미포함),Hospice hospital deathbed room (assistance activity not included)
"호스피스 병원 임종실, 사회복지사1등급(보조활동미포함)","Hospice hospital deathbed room, 1st grade social worker (assistance activity not included)"
"호스피스 병원 임종실, 사회복지사2등급(보조활동미포함)","Hospice hospital deathbed room, 2nd grade social worker (assistance activity not included)"
"호스피스 병원 임종실, 간호사1등급(보조활동미포함)","Hospice hospital deathbed room, 1st grade nurse (assistance activity not included)"
"호스피스 병원 임종실, 간호사1등급, 사회복지사1등급(보조활동미포함)","Hospice hospital deathbed room, 1st grade nurse, 1st grade social worker (assistance activity not included)"
"호스피스 병원 임종실, 간호사1등급, 사회복지사2등급(보조활동미포함)","Hospice hospital deathbed room, 1st grade nurse, 2nd grade social worker (assistance activity not included)"
"호스피스 병원 임종실, 간호사2등급(보조활동미포함)","Hospice hospital deathbed room, 2nd grade nurse (assistance activity not included)"
"호스피스 병원 임종실, 간호사2등급, 사회복지사1등급(보조활동미포함)","Hospice hospital deathbed room, 2nd grade nurse, 1st grade social worker (assistance activity not included)"
"호스피스 병원 임종실, 간호사2등급, 사회복지사2등급(보조활동미포함)","Hospice hospital deathbed room, 2nd grade nurse,  2nd grade social worker (assistance activity not included)"
호스피스 의원 임종실(보조활동미포함),"Hospice clinic deathbed room, (assistance activity not included)"
"호스피스 의원 임종실, 사회복지사1등급(보조활동미포함)","Hospice clinic deathbed room, 1st grade social worker (assistance activity not included)"
"호스피스 의원 임종실, 사회복지사2등급(보조활동미포함)","Hospice clinic deathbed room, 2nd grade social worker (assistance activity not included)"
"호스피스 의원 임종실, 간호사1등급(보조활동미포함)","Hospice clinic deathbed room, 1st grade nurse (assistance activity not included)"
"호스피스 의원 임종실, 간호사1등급, 사회복지사1등급(보조활동미포함)","Hospice clinic deathbed room, 1st grade nurse, 1st grade social worker (assistance activity not included)"
"호스피스 의원 임종실, 간호사1등급, 사회복지사2등급(보조활동미포함)","Hospice clinic deathbed room, 1st grade nurse, 2nd grade social worker (assistance activity not included)"
"호스피스 의원 임종실, 간호사2등급(보조활동미포함)","Hospice clinic deathbed room, 2nd grade nurse (assistance activity not included)"
"호스피스 의원 임종실, 간호사2등급, 사회복지사1등급(보조활동미포함)","Hospice clinic deathbed room, 2nd grade nurse, 1st grade social worker (assistance activity not included)"
"호스피스 의원 임종실, 간호사2등급, 사회복지사2등급(보조활동미포함)","Hospice clinic deathbed room, 2nd grade nurse, 2nd grade social worker (assistance activity not included)"
"동결해동적혈구, 전혈 320ml기준",frozen-tawed deglycerolized RBC for Whole blood 320ml 
"동결해동적혈구, 전혈 400ml기준",frozen-tawed deglycerolized RBC for Whole blood 400ml 
"동결침전물제거혈장, 전혈 320ml기준",Cryoprecipitate-reduced plasma for Whole blood 320ml 
"동결침전물제거혈장, 전혈 400ml기준",Cryoprecipitate-reduced plasma for Whole blood 400ml
치료적성분채집술-혈장,Therapeutic Plasmapheresis
치료적성분채집술-혈소판,Therapeutic plateletaphereis
치료적성분채집술-백혈구,Therapeutic Leukapheresis
백혈구여과제거 성분채집 혈소판(250ml),Leukocyte Filtered Platelet pheresis(250ml)
복합성분채집 적혈구(190ml),Multicomponent Erythrocytapheresis (190ml)
복합성분채집 혈소판(250ml),Multicomponent plateletaphereis (250ml)
복합성분채집 혈장(300ml),Multicomponent Plasmapheresis (300ml)
성분채집 적혈구(190ml),Erythrocytapheresis (190ml)
세척혈소판(250ml),Washed platelets (250ml)
기본식사-일반식(1식당)-상급종합병원,Basic meal - General diet (1 Restaurant)- senior general hospital
